days,departure_date,now,pageid,price,title,titleid,titleurl,total 
6,2019-04-10,15,P001,19500,"中國世家~絕美桂林~陽朔.船遊灕江水道.印象劉三姐秀精選6天",MFM06190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=MFM06190410A,16
6,2019-04-10,15,P001,20900,"水鎮之光～北京+古北水鎮6日",PEK06190410B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PEK06190410B,16
6,2019-04-10,15,P001,20900,"京津有味～北京+薊縣+清東陵+天津6天",PEK06190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PEK06190410A,16
6,2019-04-10,10,P001,21900,"《兩人走團》嗨翻沙巴~渡假村升級版6日(紅樹林生態+長鼻猴探訪+SPA+夢幻美人魚島+升級兩晚海邊酒店)-亞航",BKI06190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKI06190410A,10
6,2019-04-10,20,P001,21900,"帝寶泰國情緣~人妖秀VIP、黃金海岸人魚灣、360度環景高空酒吧、水上市場、時尚遊艇、泰式指壓六天【台中直飛】(泰越捷)",BKK06190410B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190410B,20
5,2019-04-10,20,P001,22000,"「亙越在峴」-中越五日-超值版-遠東航空-早去午回",DAD05190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD05190410A,20
6,2019-04-10,6,P001,22500,"沙巴大玩家6日~生還島冒險趣+火山泥SPA．激流泛舟+可可山夕陽．長鼻猴生態之旅-亞航",BKI06190410D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKI06190410D,6
6,2019-04-10,16,P001,22500,"宿霧～鯨鯊、薄荷島、雙跳島超值5+1日-2人成行-台灣虎航",CEB06190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB06190410A,16
4,2019-04-10,20,P001,23000,"沖繩兜兜風~恐龍森林公園、海洋博、萬座毛四天【全程升等A檔】",OKA04190410C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OKA04190410C,20
5,2019-04-10,20,P001,23000,"【泰航】玩泰瘋奇幻島五日",BKK05190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190410A,20
6,2019-04-10,30,P001,23000,"【亞航假期】清邁泰好玩叢林騎象帕耀湖大象便便紙DIY六日遊",CNX06190410B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CNX06190410B,40
6,2019-04-10,39,P001,23500,"【亞航假期】泰北玩透透南邦帕耀湖叢林騎象六日遊",CNX06190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CNX06190410A,40
5,2019-04-10,20,P001,28000,"【泰航】泰奢華五星半島五日（全程無購物）",BKK05190410B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190410B,20
5,2019-04-10,20,P001,29500,"「亙越在峴」-中越五日-白金版-遠東航空-早去午回",DAD05190410C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD05190410C,20
5,2019-04-10,20,P001,29500,"「亙越在峴」-中越五日-豪華版-遠東航空-早去午回",DAD05190410B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD05190410B,20
5,2019-04-10,39,P001,29900,"關西世界文化遺產+名花之里夢幻燈海造幣局賞櫻五日-國泰",OSA05190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OSA05190410A,40
7,2019-04-10,9,P001,32900,"北海道道東道南全覽溫泉螃蟹美食七日-馬印",SPK07190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK07190410A,35
6,2019-04-10,0,P001,34900,"粉紅春櫻+雪之迴廊～藏王雪壁.賞櫻溫泉美食六日",KIJ06190410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ06190410A,37
6,2019-04-10,0,P001,34900,"粉紅春櫻+雪之迴廊～藏王雪壁.賞櫻溫泉美食六日",KIJ06190410B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ06190410B,36
6,2019-04-10,34,P001,39900,"J新潟傳奇~新潟佐渡島小木盆舟蘆牧溫泉閃耀之宿六日",KIJ06190410C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ06190410C,35
9,2019-04-10,21,P001,64900,"(早鳥)大圓滿～好味連連‧廚師帽東澳全覽9天(送小費)",AUCIBS90410A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AUCIBS90410A&sacctNo=27978086,22
12,2019-04-10,25,P001,122800,"【金旅獎+保3新車】尊榮紐西蘭南北島國家公園冰河船１２天",AZCIAA90410D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AZCIAA90410D&sacctNo=27978086,26
1,2019-04-11,30,P001,1299,"台北竹子湖海芋花田+金勇農場番茄採果一日遊",TWN01190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TWN01190411A,30
5,2019-04-11,0,P001,13500,"韓國粉櫻~愛寶樂園、空中步道、塗鴉秀、穿韓服遊首爾塔五日【韓亞航空、桃園直飛】",SEL05190411B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05190411B,18
5,2019-04-11,0,P001,14500,"韓國玩粉大~愛寶樂園、小法國村、亂打秀、旗艦美食長腳蟹吃到飽五日【保證不上攝影】",SEL05190411C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05190411C,18
4,2019-04-11,16,P001,15500,"韓國樂翻天~樂天世界、幻多奇、4D愛像魔幻藝術館、豬哥劇院吃到飽4日(台中出發-長榮)",SEL04190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL04190411A,16
6,2019-04-11,16,P001,17500,"嗨翻長灘島～小資5+1日--台灣虎航(2人成行)",KLO05190411B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190411B,16
5,2019-04-11,13,P001,17900,"小資山東時尚三市~雞鳴島.環翠賞櫻五天",YNT05190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=YNT05190411A,16
6,2019-04-11,16,P001,21500,"嗨翻長灘島～悠閒5+1日--台灣虎航(2人成行)",KLO05190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190411A,16
7,2019-04-11,7,P001,22500,"宿霧～鯨鯊、沙丁魚、薄荷、雙跳島超值6+1日-2人成行-虎航",CEB07190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB07190411A,16
5,2019-04-11,19,P001,23500,"泰勁爆-美斯樂、熱石SPA、帝王蟹吃到飽五日(只走乳膠)(長榮)",BKK05190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190411A,19
6,2019-04-11,40,P001,25000,"『真愛遊越南』中越峴港三大遺產六日-捷星(豪華4星)",DAD06190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DAD06190411A,40
8,2019-04-11,0,P001,25500,"經典太原~五臺山.懸空寺.王家大院.平遙.壺口瀑布8天",TYN08190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TYN08190411A,48
4,2019-04-11,0,P001,25900,"雪之迴廊～藏王雪壁.賞櫻.花卷溫泉4日-福福",FKS04190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=FKS04190411A,35
8,2019-04-11,15,P001,25900,"攻略山東~中山公園.荷澤牡丹園.肥城桃花園賞花精選8天",YNT08190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=YNT08190411A,16
5,2019-04-11,29,P001,28900,"北海道限定溫泉美食+三大蟹五日",SPK9IT0411B5,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK9IT0411B5&sacctNo=23909068,30
5,2019-04-11,11,P001,32200,"《泰北清邁好時光》森林百萬渡假村叢林探險大象便便紙DIY夜間動物園五日遊",CNX05190411B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CNX05190411B,16
8,2019-04-11,0,P001,32900,"花花世界.鄭州洛陽荷澤牡丹花.肥城桃花.青島櫻花.泰山風景區8天(雙城)",TNA08190411A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TNA08190411A,18
5,2019-04-11,35,P001,34900,"東北美肌旅情～懷舊角館．絕美奧入瀨溪．ＤＩＹ體驗．四溫泉五日",DTS19411SDJ,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19411SDJ&sacctNo=28838401,36
5,2019-04-11,23,P001,36900,"櫻巡禮～足立紫藤花瀑布‧芝櫻之丘‧日立粉蝶花海‧採果五日",DTS19411SYO5,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19411SYO5&sacctNo=28838401,32
5,2019-04-11,26,P001,38900,"山形名櫻包機～櫻花百選．蕎麥麵大胃王！角館枝垂櫻．四溫泉五日",DTS19411SYO1,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19411SYO1&sacctNo=28838401,33
5,2019-04-11,20,P001,39900,"CNN嚴選紫藤～粉蝶花海．夜櫻隧道．藥草露天森林風呂五日",DTS19411SYO3,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19411SYO3&sacctNo=28838401,33
5,2019-04-11,0,P001,50000,"韓國五日遊",SEL05190411D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL05190411D,0
12,2019-04-11,41,P001,57900,"【克斯波】克羅埃西亞、斯洛維尼、波士尼亞三國12日(CA慕尼黑進出)",SPU12190411B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPU12190411B,42
9,2019-04-11,34,P001,68500,"【自然風光9天-紐西蘭】超值經典南北島(長段國內線)",AZCIAA90411E,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AZCIAA90411E&sacctNo=27978086,35
1,2019-04-12,30,P001,1299,"台北竹子湖海芋花田+金勇農場番茄採果一日遊",TWN01190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TWN01190412A,30
4,2019-04-12,16,P001,11900,"中國世家~情定無錫.靈山大佛.拈花灣4天",WUX04190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=WUX04190412A,16
4,2019-04-12,27,P001,12900,"花遊濟州~噢雪綠茶博物館促銷4日-遠東",CJU04190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CJU04190412A,30
6,2019-04-12,16,P001,12999,"霸氣玩樂天住樂天世界~DMZ非武裝地帶、樂天世界、南怡島、亂打秀韓國六日【不上攝影、保證升等一晚樂天世界】【台中德威】",SEL06190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL06190412A,16
5,2019-04-12,16,P001,15900,"虎釜鎮海賞櫻去~愛來水族館、金海腳踏車、葡萄酒洞窟、炸雞宵夜餐美食五日【兩晚五花特二酒店+不上攝影】德威(大邱進出)",TAE05190412B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190412B,16
5,2019-04-12,0,P001,15900,"海陸雙拼濟州島~鐵路自行車、噴射快艇、綠茶洞窟、海洋能量三溫暖+汗蒸幕、摩托車塗鴉雙秀五日(升等全程五花酒店)虎航",CJU05190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CJU05190412A,18
5,2019-04-12,0,P001,16900,"釜山五星樂天鎮海賞櫻去~浪漫巨濟島、船遊海金剛、金海腳踏車美食五日【保證升等一晚五星樂天酒店、不上攝影】釜航(釜山進出)",PUS05190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190412A,20
6,2019-04-12,20,P001,18900,"享戀泰國~時尚遊艇夜遊湄南河、168水流蝦燒烤六天【台中】",BKK06190412B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190412B,20
6,2019-04-12,20,P001,19200,"酷鳥假期五星MYTT龍蝦+和牛吃到飽‧航海王爭霸戰‧轉角+河畔雙夜市‧暢萃文創5+1天",BKK06190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190412A,20
5,2019-04-12,16,P001,20900,"中國世家~禪意拈花灣.船遊太湖饗宴.古城江南5天",WUX05190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=WUX05190412A,16
5,2019-04-12,19,P001,20900,"愛SUN三亞乾靓海南五日",HAK05190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAK05190412A,20
6,2019-04-12,0,P001,20900,"京津有味～北京+薊縣+清東陵+天津6天",PEK06190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PEK06190412A,16
6,2019-04-12,6,P001,21900,"《兩人走團》嗨翻沙巴~渡假村升級版6日(紅樹林生態+長鼻猴探訪+SPA+夢幻美人魚島+升級兩晚海邊酒店)-亞航",BKI06190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKI06190412A,10
6,2019-04-12,20,P001,21900,"帝寶泰國情緣~人妖秀VIP、黃金海岸人魚灣、360度環景高空酒吧、水上市場、時尚遊艇、泰式指壓六天【台中直飛】(泰越捷)",BKK06190412C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190412C,20
6,2019-04-12,6,P001,22500,"沙巴大玩家6日~生還島冒險趣+火山泥SPA．激流泛舟+可可山夕陽．長鼻猴生態之旅-亞航",BKI06190412D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKI06190412D,6
5,2019-04-12,25,P001,25900,"北海道旭山動物園~函館夜景‧小樽散策‧雙溫泉五日(函/旭)",DTS19412HA3,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19412HA3&sacctNo=28838401,26
5,2019-04-12,25,P001,26900,"北海道野口三泊~纜車夜景‧小樽咖啡‧三溫泉五日(函/旭)",DTS19412HA2,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19412HA2&sacctNo=28838401,33
5,2019-04-12,24,P001,26900,"名古屋春鳴合掌村三溫泉五日",NGO9IT0412A5,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=NGO9IT0412A5&sacctNo=23909068,25
5,2019-04-12,17,P001,27900,"北海道海洋公園~纜車夜景‧小樽咖啡‧三溫泉五日(函/旭)",DTS19412HA1,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DTS19412HA1&sacctNo=28838401,27
8,2019-04-12,15,P001,27900,"走啊黔貴～貴州黃果樹、馬嶺河峽谷、織金洞、千戶苗寨臻選8日",KWE08190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KWE08190412A,16
8,2019-04-12,15,P001,31900,"東北長白山.牡丹江.鏡泊湖.伏爾加莊園8天",HRB08190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HRB08190412A,16
8,2019-04-12,19,P001,31900,"最憶中國~黃山千島湖.杭州西溪溼地8天【山上2晚.無購物】",HGH08190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HGH08190412A,20
8,2019-04-12,7,P001,32900,"花花世界.鄭州洛陽荷澤牡丹花.肥城桃花.青島櫻花.泰山風景區8天(雙城)",TNA08190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TNA08190412A,18
5,2019-04-12,6,P001,34900,"春之戀北海道~溫泉海鮮美食(千函)五日-長榮",SPK05190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK05190412A,32
6,2019-04-12,1,P001,34900,"粉紅春櫻+雪之迴廊～藏王雪壁.賞櫻溫泉美食六日",KIJ06190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ06190412A,35
6,2019-04-12,34,P001,40900,"J新潟傳奇~新潟佐渡島小木盆舟蘆牧溫泉閃耀之宿六日",KIJ06190412B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KIJ06190412B,35
9,2019-04-12,21,P001,66900,"(早鳥)大圓滿升級版~奢華凡賽斯東澳全覽三城9天(包小費)",AUCIMB90412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AUCIMB90412A&sacctNo=27978086,22
10,2019-04-12,12,P001,83800,"【金旅獎】新一品紐西蘭南北島冰河火車峽灣9+1天(奧奧)",AKL10190412A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AKL10190412A,20
1,2019-04-13,30,P001,1299,"台北竹子湖海芋花田+金勇農場番茄採果一日遊",TWN01190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TWN01190413A,30
4,2019-04-13,10,P001,11999,"嗨翻沖繩超值自由行4日",OKA04190413E,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OKA04190413E,10
5,2019-04-13,20,P001,13500,"釜邱雙城記~天空步道、海東龍宮寺、八公山道立公園(含纜車)五天【保證不上攝影師、大韓航空】",PUS05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190413A,20
5,2019-04-13,30,P001,13900,"花遊濟州~噢雪綠茶博物館促銷5日-遠東",CJU05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CJU05190413A,30
5,2019-04-13,0,P001,15900,"海陸雙拼濟州島~鐵路自行車、噴射快艇、綠茶洞窟、海洋能量三溫暖+汗蒸幕、摩托車塗鴉雙秀五日(升等全程五花酒店)虎航",CJU05190413B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CJU05190413B,18
5,2019-04-13,20,P001,16900,"釜山五星樂天鎮海賞櫻去~浪漫巨濟島、船遊海金剛、金海腳踏車美食五日【保證升等一晚五星樂天酒店、不上攝影】釜航(大邱進出)",TAE05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190413A,20
6,2019-04-13,0,P001,17000,"泰夯泰國～爆笑鐵支路、雙夜市、水流活蝦燒烤、水上樂園5+1日(長榮)",BKK06190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190413A,16
6,2019-04-13,16,P001,17500,"嗨翻長灘島～小資5+1日--台灣虎航(2人成行)",KLO05190413B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190413B,16
5,2019-04-13,0,P001,17900,"小資山東時尚三市~雞鳴島.環翠賞櫻五天",YNT05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=YNT05190413A,16
4,2019-04-13,20,P001,19500,"享戀沖繩~腳踏車漫遊、海洋博、首里城、瀨長島四日(促銷團)",OKA04190413D,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OKA04190413D,20
4,2019-04-13,16,P001,20900,"中國世家~璀璨澳門-港珠澳大橋.歡樂海洋王國.大三巴豪華4天",MFM04190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=MFM04190413A,16
5,2019-04-13,19,P001,20900,"愛SUN三亞乾靓海南五日",HAK05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=HAK05190413A,20
6,2019-04-13,16,P001,21500,"嗨翻長灘島～悠閒5+1日--台灣虎航(2人成行)",KLO05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KLO05190413A,16
6,2019-04-13,16,P001,22500,"宿霧～鯨鯊、薄荷島、雙跳島超值5+1日-2人成行-台灣虎航",CEB06190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB06190413A,16
5,2019-04-13,34,P001,22900,"北海道道東秘境溫泉五日",SPK9OD0413B5,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK9OD0413B5&sacctNo=23909068,35
5,2019-04-13,20,P001,23000,"【泰航】玩泰瘋奇幻島五日",BKK05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190413A,20
8,2019-04-13,17,P001,23000,"東方航空~蘇北南京.揚州.鹽城.徐州.淮安.尊爵逍遙8天",NKG08190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=NKG08190413A,17
4,2019-04-13,25,P001,23500,"沖繩兜兜風~恐龍森林公園、海洋博、萬座毛四天【全程升等A檔】",OKA04190413C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=OKA04190413C,25
4,2019-04-13,34,P001,24900,"東北角館武家屋敷.奧入瀨溪賞櫻美食溫泉4日-秋田-遠東",AXT04190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AXT04190413A,35
5,2019-04-13,15,P001,25900,"遊山玩水瘋桂林～灕江精華+印象劉三姐五日(無購物、無自費)",KWL05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=KWL05190413A,16
5,2019-04-13,16,P001,26500,"《小城故事金三角風情》聖獅公園放天燈體驗大象便便紙DIY泰式指壓湄登叢林騎象夜間動物園五日遊",CNX05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CNX05190413A,16
5,2019-04-13,17,P001,26500,"東方航空~閃亮南京.湖州.杭州.烏鎮.無錫洲際尊爵五天",NKG05190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=NKG05190413A,17
5,2019-04-13,34,P001,26900,"北海道限定溫泉美食+三大蟹五日",SPK9OD0413A5,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK9OD0413A5&sacctNo=23909068,35
5,2019-04-13,20,P001,28000,"【泰航】泰奢華五星半島五日（全程無購物）",BKK05190413B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190413B,20
8,2019-04-13,0,P001,28900,"唯美寧夏~賀蘭山.須彌山石窟.沙漠.送烤全羊.五星8天",INC08190413A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=INC08190413A,20
5,2019-04-13,16,P001,32200,"《泰北清邁好時光》森林百萬渡假村叢林探險大象便便紙DIY夜間動物園五日遊",CNX05190413B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CNX05190413B,16
9,2019-04-13,11,P001,64800,"大圓滿～東澳全覽黃金海岸升等9天(送小費)",AUCIBS90413B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AUCIBS90413B&sacctNo=27978086,22
8,2019-04-13,1,P001,65900,"【自然風光紐西蘭8天】NZ感恩回饋.南北島(長段國內線)",AZNZAA90413E,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=AZNZAA90413E&sacctNo=27978086,33
1,2019-04-14,30,P001,1299,"台北竹子湖海芋花田+金勇農場番茄採果一日遊",TWN01190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TWN01190414A,30
4,2019-04-14,36,P001,6900,"爆滿海南~三亞鹿回頭.玫瑰谷.椰夢長廊.無敵海景4天",SYX04190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SYX04190414A,36
5,2019-04-14,20,P001,12900,"美美釜山行~滑溜溜卡丁車、道地汗蒸幕、海東龍宮寺、美人魚秀、積木村美食五日【保證不上攝影】釜航(大邱進出)",TAE05190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190414A,20
5,2019-04-14,20,P001,12900,"美美釜山行~滑溜溜卡丁車、道地汗蒸幕、海東龍宮寺、美人魚秀、積木村美食五日【保證不上攝影】釜航(釜山進出)",PUS05190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190414A,20
6,2019-04-14,16,P001,12999,"霸氣玩樂天住樂天世界~DMZ非武裝地帶、樂天世界、南怡島、亂打秀韓國六日【不上攝影、保證升等一晚樂天世界】【台中德威】",SEL06190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SEL06190414A,16
5,2019-04-14,20,P001,13900,"玩釜山就要巨濟島~金海鐵軌腳踏車(四人一台)、伊甸園溜溜卡丁車、饗宴美食五日【全程無自理餐+不上攝影】釜航(釜山進出)",PUS05190414B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=PUS05190414B,20
5,2019-04-14,20,P001,15500,"五星旗艦釜山行~霸氣海鮮桶、長腳蟹、飛天豬牛一家、美食版五天【保證升等五星樂天酒店+不上攝影】釜航(大邱進出)",TAE05190414B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=TAE05190414B,20
5,2019-04-14,19,P001,17900,"小資山東時尚三市~雞鳴島.環翠賞櫻五天",YNT05190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=YNT05190414A,20
5,2019-04-14,16,P001,18500,"泰爽爽帝寶情緣~冰雪世界、金象神灣5天(全程一房一廳、早去晚回)",BKK05190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190414A,16
6,2019-04-14,20,P001,18900,"享戀泰國~時尚遊艇夜遊湄南河、168水流蝦燒烤六天【台中】",BKK06190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190414A,20
5,2019-04-14,16,P001,20000,"風靡泰國~桃花源水上屋、獨家懸崖火車之旅、人魚灣、活跳跳泰國蝦+海鮮燒烤BBQ吃到飽5天(泰獅航早去晚回)",BKK05190414B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK05190414B,16
5,2019-04-14,6,P001,20500,"秒殺巴里島~金銀島離島遊、烏布泛舟、獅子餐廳5日遊",DPS05190414C,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190414C,6
6,2019-04-14,20,P001,21900,"帝寶泰國情緣~人妖秀VIP、黃金海岸人魚灣、360度環景高空酒吧、水上市場、時尚遊艇、泰式指壓六天【台中直飛】(泰越捷)",BKK06190414B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=BKK06190414B,20
5,2019-04-14,6,P001,22500,"熱情巴里島~烏布泛舟、金巴蘭夕陽、龍蝦海鮮餐五日遊",DPS05190414B,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190414B,6
6,2019-04-14,16,P001,22500,"宿霧～鯨鯊、薄荷島、雙跳島超值5+1日-2人成行-台灣虎航",CEB06190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=CEB06190414A,16
5,2019-04-14,6,P001,24500,"跳島玩巴里-人間天堂吉利島.龍蝦美食五日",DPS05190414F,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190414F,6
5,2019-04-14,2,P001,25500,"走跳巴里島-網紅美景三島情緣五日遊(升等兩晚獨棟VILLA)",DPS05190414E,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190414E,6
8,2019-04-14,0,P001,25900,"攻略山東~中山公園.荷澤牡丹園.肥城桃花園賞花精選8天",YNT08190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=YNT08190414A,18
5,2019-04-14,10,P001,27000,"進擊的巴里島-海底漫步+摩托車+監獄、螃蟹龍蝦美食五日遊",DPS05190414A,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=DPS05190414A,10
5,2019-04-14,29,P001,27900,"北海道限定溫泉美食+三大蟹五日",SPK9IT0414B5,https://www.newamazing.com.tw/EW/GO/GroupDetail.asp?prodCd=SPK9IT0414B5&sacctNo=23909068,30
